id,kanji,reading,char,on,kun,strokes
897,庶民,しょみん,庶,ショ,,11
897,庶民,しょみん,民,ミン,たみ,5
898,庶務,しょむ,庶,ショ,,11
898,庶務,しょむ,務,ム,つと.める,11
899,所有,しょゆう,所,ショ,ところ・-ところ・どころ・とこ,8
899,所有,しょゆう,有,ユウ・ウ,あ.る,6
900,調べ,しらべ,調,チョウ,しら.べる・しら.べ・ととの.う・ととの.える,15
901,自立,じりつ,自,ジ・シ,みずか.ら・おの.ずから・おの.ずと,6
901,自立,じりつ,立,リツ・リュウ・リットル,た.つ・-た.つ・た.ち-・た.てる・-た.てる・た.て-・たて-・-た.て・-だ.て・-だ.てる,5
902,指令,しれい,指,シ,ゆび・さ.す・-さ.し,9
902,指令,しれい,令,レイ,,5
903,陣,じん,陣,ジン,,10
904,進化,しんか,進,シン,すす.む・すす.める,11
904,進化,しんか,化,カ・ケ,ば.ける・ば.かす・ふ.ける・け.する,4
905,人格,じんかく,人,ジン・ニン,ひと・-り・-と,2
905,人格,じんかく,格,カク・コウ・キャク・ゴウ,,10
906,審議,しんぎ,審,シン,つまび.らか・つぶさ.に,15
906,審議,しんぎ,議,ギ,,20
907,審査,しんさ,審,シン,つまび.らか・つぶさ.に,15
907,審査,しんさ,査,サ,,9
908,人材,じんざい,人,ジン・ニン,ひと・-り・-と,2
908,人材,じんざい,材,ザイ,,7
909,紳士,しんし,紳,シン,,11
909,紳士,しんし,士,シ,さむらい,3
910,真実,しんじつ,真,シン,ま・ま-・まこと,10
910,真実,しんじつ,実,ジツ・シツ,み・みの.る・まこと・みの・みち.る,8
911,信者,しんじゃ,信,シン,,9
911,信者,しんじゃ,者,シャ,もの,8
912,真珠,しんじゅ,真,シン,ま・ま-・まこと,10
912,真珠,しんじゅ,珠,シュ,たま,10
913,進出,しんしゅつ,進,シン,すす.む・すす.める,11
913,進出,しんしゅつ,出,シュツ・スイ,で.る・-で・だ.す・-だ.す・い.でる・い.だす,5
914,心情,しんじょう,心,シン,こころ・-ごころ,4
914,心情,しんじょう,情,ジョウ・セイ,なさ.け,11
915,新人,しんじん,新,シン,あたら.しい・あら.た・あら-・にい-,13
915,新人,しんじん,人,ジン・ニン,ひと・-り・-と,2
916,神聖,しんせい,神,シン・ジン,かみ・かん-・こう-,9
916,神聖,しんせい,聖,セイ・ショウ,ひじり,13
917,親善,しんぜん,親,シン,おや・おや-・した.しい・した.しむ,16
917,親善,しんぜん,善,ゼン,よ.い・い.い・よ.く・よし.とする,12
918,真相,しんそう,真,シン,ま・ま-・まこと,10
918,真相,しんそう,相,ソウ・ショウ,あい-,9
919,人体,じんたい,人,ジン・ニン,ひと・-り・-と,2
919,人体,じんたい,体,タイ・テイ,からだ・かたち,7
920,新築,しんちく,新,シン,あたら.しい・あら.た・あら-・にい-,13
920,新築,しんちく,築,チク,きず.く,16
921,心中,しんじゅう,心,シン,こころ・-ごころ,4
921,心中,しんじゅう,中,チュウ,なか・うち・あた.る,4
922,進呈,しんてい,進,シン,すす.む・すす.める,11
922,進呈,しんてい,呈,テイ,,7
923,進展,しんてん,進,シン,すす.む・すす.める,11
923,進展,しんてん,展,テン,,10
924,神殿,しんでん,神,シン・ジン,かみ・かん-・こう-,9
924,神殿,しんでん,殿,デン・テン,との・-どの,13
925,進度,しんど,進,シン,すす.む・すす.める,11
925,進度,しんど,度,ド・ト・タク,たび・-た.い,9
926,振動,しんどう,振,シン,ふ.る・ふ.れる・ふ.るう,10
926,振動,しんどう,動,ドウ,うご.く・うご.かす,11
927,新入生,しんにゅうせい,新,シン,あたら.しい・あら.た・あら-・にい-,13
927,新入生,しんにゅうせい,入,ニュウ・ジュ,い.る・-い.る・-い.り・い.れる・-い.れ・はい.る,2
927,新入生,しんにゅうせい,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
928,信任,しんにん,信,シン,,9
928,信任,しんにん,任,ニン,まか.せる・まか.す,6
929,神秘,しんぴ,神,シン・ジン,かみ・かん-・こう-,9
929,神秘,しんぴ,秘,ヒ,ひ.める・ひそ.か・かく.す,10
930,辛抱,しんぼう,辛,シン,から.い・つら.い・-づら.い・かのと,7
930,辛抱,しんぼう,抱,ホウ,だ.く・いだ.く・かか.える,8
931,人民,じんみん,人,ジン・ニン,ひと・-り・-と,2
931,人民,じんみん,民,ミン,たみ,5
932,侵略,しんりゃく,侵,シン,おか.す,9
932,侵略,しんりゃく,略,リャク,ほぼ・はぶ.く・おか.す・おさ.める・はかりごと・はか.る,11
933,診療,しんりょう,診,シン,み.る,12
933,診療,しんりょう,療,リョウ,,17
934,粋,すい,粋,スイ,いき,10
935,水源,すいげん,水,スイ,みず・みず-,4
935,水源,すいげん,源,ゲン,みなもと,13
936,推進,すいしん,推,スイ,お.す,11
936,推進,すいしん,進,シン,すす.む・すす.める,11
937,吹奏,すいそう,吹,スイ,ふ.く,7
937,吹奏,すいそう,奏,ソウ,かな.でる,9
938,推測,すいそく,推,スイ,お.す,11
938,推測,すいそく,測,ソク,はか.る,12
939,水田,すいでん,水,スイ,みず・みず-,4
939,水田,すいでん,田,デン,た,5
940,推理,すいり,推,スイ,お.す,11
940,推理,すいり,理,リ,ことわり,11
941,数詞,すうし,数,スウ・ス・サク・ソク・シュ,かず・かぞ.える・しばしば・せ.める・わずらわ.しい,13
941,数詞,すうし,詞,シ,ことば,12
942,崇拝,すうはい,崇,スウ,あが.める,11
942,崇拝,すうはい,拝,ハイ,おが.む・おろが.む,8
943,救い,すくい,救,キュウ,すく.う,11
944,進み,すすみ,進,シン,すす.む・すす.める,11
945,裾,すそ,裾,キョ・コ,すそ,13
51,光熱費,こうねつひ,光,コウ,ひか.る・ひかり,6
51,光熱費,こうねつひ,熱,ネツ,あつ.い,15
51,光熱費,こうねつひ,費,ヒ,つい.やす・つい.える,12
52,購買,こうばい,購,コウ,,17
52,購買,こうばい,買,バイ,か.う,12
53,好評,こうひょう,好,コウ,この.む・す.く・よ.い・い.い,6
53,好評,こうひょう,評,ヒョウ,,12
54,交付,こうふ,交,コウ,まじ.わる・まじ.える・ま.じる・まじ.る・ま.ざる・ま.ぜる・-か.う・か.わす・かわ.す・こもごも,6
54,交付,こうふ,付,フ,つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき,5
55,公募,こうぼ,公,コウ・ク,おおやけ,4
55,公募,こうぼ,募,ボ,つの.る,12
56,公用,こうよう,公,コウ・ク,おおやけ,4
56,公用,こうよう,用,ヨウ,もち.いる,5
57,小売,こうり,小,ショウ,ちい.さい・こ-・お-・さ-,3
57,小売,こうり,売,バイ,う.る・う.れる,7
58,効率,こうりつ,効,コウ,き.く・ききめ・なら.う,8
58,効率,こうりつ,率,ソツ・リツ・シュツ,ひき.いる,11
59,公立,こうりつ,公,コウ・ク,おおやけ,4
59,公立,こうりつ,立,リツ・リュウ・リットル,た.つ・-た.つ・た.ち-・た.てる・-た.てる・た.て-・たて-・-た.て・-だ.て・-だ.てる,5
60,護衛,ごえい,護,ゴ,まも.る,20
60,護衛,ごえい,衛,エイ・エ,,16
62,小切手,こぎって,小,ショウ,ちい.さい・こ-・お-・さ-,3
62,小切手,こぎって,切,セツ・サイ,き.る・-き.る・き.り・-き.り・-ぎ.り・き.れる・-き.れる・き.れ・-き.れ・-ぎ.れ,4
62,小切手,こぎって,手,シュ・ズ,て・て-・-て・た-,4
63,国定,こくてい,国,コク,くに,8
63,国定,こくてい,定,テイ・ジョウ,さだ.める・さだ.まる・さだ.か,8
64,告白,こくはく,告,コク,つ.げる,7
64,告白,こくはく,白,ハク・ビャク,しろ・しら-・しろ.い,5
65,国防,こくぼう,国,コク,くに,8
65,国防,こくぼう,防,ボウ,ふせ.ぐ,7
66,国有,こくゆう,国,コク,くに,8
66,国有,こくゆう,有,ユウ・ウ,あ.る,6
67,極楽,ごくらく,極,キョク・ゴク,きわ.める・きわ.まる・きわ.まり・きわ.み・き.める・-ぎ.め・き.まる,12
67,極楽,ごくらく,楽,ガク・ラク・ゴウ,たの.しい・たの.しむ・この.む,13
68,国連,こくれん,国,コク,くに,8
68,国連,こくれん,連,レン,つら.なる・つら.ねる・つ.れる・-づ.れ,10
69,焦げ茶,こげちゃ,焦,ショウ,こ.げる・こ.がす・こ.がれる・あせ.る・じ.れる・じ.らす,12
69,焦げ茶,こげちゃ,茶,チャ・サ,,9
70,語源,ごげん,語,ゴ,かた.る・かた.らう,14
70,語源,ごげん,源,ゲン,みなもと,13
71,心地,ここち,心,シン,こころ・-ごころ,4
71,心地,ここち,地,チ・ジ,,6
72,心得,こころえ,心,シン,こころ・-ごころ,4
72,心得,こころえ,得,トク,え.る・う.る,11
73,心掛け,こころがけ,心,シン,こころ・-ごころ,4
73,心掛け,こころがけ,掛,カイ・ケイ,か.ける・-か.ける・か.け・-か.け・-が.け・か.かる・-か.かる・-が.かる・か.かり・-が.かり・かかり・-がかり,11
74,志,こころざし,志,シ,シリング・こころざ.す・こころざし,7
75,試み,こころみ,試,シ,こころ.みる・ため.す,13
76,誤差,ごさ,誤,ゴ,あやま.る・-あやま.る,14
76,誤差,ごさ,差,サ,さ.す・さ.し,10
77,孤児,こじ,孤,コ,,9
77,孤児,こじ,児,ジ・ニ・ゲイ,こ・-こ・-っこ,7
78,梢,こずえ,梢,ショウ,こずえ・くすのき,11
79,個性,こせい,個,コ・カ,,10
79,個性,こせい,性,セイ・ショウ,さが,8
80,戸籍,こせき,戸,コ,と,4
80,戸籍,こせき,籍,セキ,,20
81,古代,こだい,古,コ,ふる.い・ふる-・-ふる.す,5
81,古代,こだい,代,ダイ・タイ,か.わる・かわ.る・かわ.り・か.わり・-がわ.り・-が.わり・か.える・よ・しろ,5
82,誇張,こちょう,誇,コ,ほこ.る,13
82,誇張,こちょう,張,チョウ,は.る・-は.り・-ば.り,11
83,国交,こっこう,国,コク,くに,8
83,国交,こっこう,交,コウ,まじ.わる・まじ.える・ま.じる・まじ.る・ま.ざる・ま.ぜる・-か.う・か.わす・かわ.す・こもごも,6
84,骨董品,こっとうひん,骨,コツ,ほね,10
84,骨董品,こっとうひん,董,トウ,ただ.す,12
84,骨董品,こっとうひん,品,ヒン・ホン,しな,9
85,固定,こてい,固,コ,かた.める・かた.まる・かた.まり・かた.い,8
85,固定,こてい,定,テイ・ジョウ,さだ.める・さだ.まる・さだ.か,8
86,事柄,ことがら,事,ジ・ズ,こと・つか.う・つか.える,8
86,事柄,ことがら,柄,ヘイ,がら・え・つか,9
87,孤独,こどく,孤,コ,,9
87,孤独,こどく,独,ドク・トク,ひと.り,9
88,言付け,ことづけ,言,ゲン・ゴン,い.う・こと,7
88,言付け,ことづけ,付,フ,つ.ける・-つ.ける・-づ.ける・つ.け・つ.け-・-つ.け・-づ.け・-づけ・つ.く・-づ.く・つ.き・-つ.き・-つき・-づ.き・-づき,5
89,碁盤,ごばん,碁,ゴ,,13
89,碁盤,ごばん,盤,バン,,15
92,暦,こよみ,暦,レキ・リャク,こよみ,14
93,孤立,こりつ,孤,コ,,9
93,孤立,こりつ,立,リツ・リュウ・リットル,た.つ・-た.つ・た.ち-・た.てる・-た.てる・た.て-・たて-・-た.て・-だ.て・-だ.てる,5
94,根気,こんき,根,コン,ね・-ね,10
94,根気,こんき,気,キ・ケ,いき・き,6
95,根拠,こんきょ,根,コン,ね・-ね,10
95,根拠,こんきょ,拠,キョ・コ,よ.る,8
96,混血,こんけつ,混,コン,ま.じる・-ま.じり・ま.ざる・ま.ぜる・こ.む,11
96,混血,こんけつ,血,ケツ,ち,6
97,昆虫,こんちゅう,昆,コン,,8
97,昆虫,こんちゅう,虫,チュウ・キ,むし,6
98,根底,こんてい,根,コン,ね・-ね,10
98,根底,こんてい,底,テイ,そこ,8
99,混同,こんどう,混,コン,ま.じる・-ま.じり・ま.ざる・ま.ぜる・こ.む,11
99,混同,こんどう,同,ドウ,おな.じ,6
957,生育,せいいく,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
957,生育,せいいく,育,イク,そだ.つ・そだ.ち・そだ.てる・はぐく.む,8
958,成育,せいいく,成,セイ・ジョウ,な.る・な.す・-な.す,6
958,成育,せいいく,育,イク,そだ.つ・そだ.ち・そだ.てる・はぐく.む,8
959,成果,せいか,成,セイ・ジョウ,な.る・な.す・-な.す,6
959,成果,せいか,果,カ,は.たす・はた.す・-は.たす・は.てる・-は.てる・は.て,8
960,正解,せいかい,正,セイ・ショウ,ただ.しい・ただ.す・まさ・まさ.に,5
960,正解,せいかい,解,カイ・ゲ,と.く・と.かす・と.ける・ほど.く・ほぐ.す・わか.る・さと.る,13
961,正義,せいぎ,正,セイ・ショウ,ただ.しい・ただ.す・まさ・まさ.に,5
961,正義,せいぎ,義,ギ,,13
962,生計,せいけい,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
962,生計,せいけい,計,ケイ,はか.る・はか.らう,9
963,政権,せいけん,政,セイ・ショウ,まつりごと・まん,9
963,政権,せいけん,権,ケン・ゴン,おもり・かり・はか.る,15
964,星座,せいざ,星,セイ・ショウ,ほし・-ぼし,9
964,星座,せいざ,座,ザ,すわ.る,10
965,制裁,せいさい,制,セイ,,8
965,制裁,せいさい,裁,サイ,た.つ・さば.く,12
966,政策,せいさく,政,セイ・ショウ,まつりごと・まん,9
966,政策,せいさく,策,サク,,12
967,生死,せいし,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
967,生死,せいし,死,シ,し.ぬ・し.に-,6
968,静止,せいし,静,セイ・ジョウ,しず-・しず.か・しず.まる・しず.める,14
968,静止,せいし,止,シ,と.まる・-ど.まり・と.める・-と.める・-ど.め・とど.める・とど.め・とど.まる・や.める・や.む・-や.む・よ.す・-さ.す・-さ.し,4
969,成熟,せいじゅく,成,セイ・ジョウ,な.る・な.す・-な.す,6
969,成熟,せいじゅく,熟,ジュク,う.れる,15
970,青春,せいしゅん,青,セイ・ショウ,あお・あお-・あお.い,8
970,青春,せいしゅん,春,シュン,はる,9
971,聖書,せいしょ,聖,セイ・ショウ,ひじり,13
971,聖書,せいしょ,書,ショ,か.く・-が.き・-がき,10
972,盛装,せいそう,盛,セイ・ジョウ,も.る・さか.る・さか.ん,11
972,盛装,せいそう,装,ソウ・ショウ,よそお.う・よそお.い,12
973,清濁,せいだく,清,セイ・ショウ・シン,きよ.い・きよ.まる・きよ.める,11
973,清濁,せいだく,濁,ダク・ジョク,にご.る・にご.す,16
974,制定,せいてい,制,セイ,,8
974,制定,せいてい,定,テイ・ジョウ,さだ.める・さだ.まる・さだ.か,8
975,製鉄,せいてつ,製,セイ,,14
975,製鉄,せいてつ,鉄,テツ,くろがね,13
976,晴天,せいてん,晴,セイ,は.れる・は.れ・は.れ-・-ば.れ・は.らす,12
976,晴天,せいてん,天,テン,あまつ・あめ・あま-,4
977,制服,せいふく,制,セイ,,8
977,制服,せいふく,服,フク,,8
978,征服,せいふく,征,セイ,,8
978,征服,せいふく,服,フク,,8
979,製法,せいほう,製,セイ,,14
979,製法,せいほう,法,ホウ・ハッ・ホッ・フラン,のり,8
980,税務署,ぜいむしょ,税,ゼイ,,12
980,税務署,ぜいむしょ,務,ム,つと.める,11
980,税務署,ぜいむしょ,署,ショ,,13
981,制約,せいやく,制,セイ,,8
981,制約,せいやく,約,ヤク,つづ.まる・つづ.める・つづま.やか,9
982,勢力,せいりょく,勢,セイ・ゼイ,いきお.い・はずみ,13
982,勢力,せいりょく,力,リョク・リキ・リイ,ちから,2
983,整列,せいれつ,整,セイ,ととの.える・ととの.う,16
983,整列,せいれつ,列,レツ・レ,,6
985,伜,せがれ,伜,サイ・ソツ・ソチ,せがれ,6
986,責務,せきむ,責,セキ,せ.める,11
986,責務,せきむ,務,ム,つと.める,11
988,世辞,せじ,世,セイ・セ・ソウ,よ,5
988,世辞,せじ,辞,ジ,や.める・いな.む,13
989,世帯,せたい,世,セイ・セ・ソウ,よ,5
989,世帯,せたい,帯,タイ,お.びる・おび,10
990,是正,ぜせい,是,ゼ・シ,これ・この・ここ,9
990,是正,ぜせい,正,セイ・ショウ,ただ.しい・ただ.す・まさ・まさ.に,5
991,世代,せだい,世,セイ・セ・ソウ,よ,5
991,世代,せだい,代,ダイ・タイ,か.わる・かわ.る・かわ.り・か.わり・-がわ.り・-が.わり・か.える・よ・しろ,5
992,切開,せっかい,切,セツ・サイ,き.る・-き.る・き.り・-き.り・-ぎ.り・き.れる・-き.れる・き.れ・-き.れ・-ぎ.れ,4
992,切開,せっかい,開,カイ,ひら.く・ひら.き・-びら.き・ひら.ける・あ.く・あ.ける,12
994,接触,せっしょく,接,セツ・ショウ,つ.ぐ,11
994,接触,せっしょく,触,ショク,ふ.れる・さわ.る・さわ,13
995,接続詞,せつぞくし,接,セツ・ショウ,つ.ぐ,11
995,接続詞,せつぞくし,続,ゾク・ショク・コウ・キョウ,つづ.く・つづ.ける・つぐ.ない,13
995,接続詞,せつぞくし,詞,シ,ことば,12
996,設置,せっち,設,セツ,もう.ける,11
996,設置,せっち,置,チ,お.く・-お.き,13
997,折衷,せっちゅう,折,セツ・シャク,お.る・おり・お.り・-お.り・お.れる,7
997,折衷,せっちゅう,衷,チュウ,,9
998,設定,せってい,設,セツ,もう.ける,11
998,設定,せってい,定,テイ・ジョウ,さだ.める・さだ.まる・さだ.か,8
999,説得,せっとく,説,セツ・ゼイ,と.く,14
999,説得,せっとく,得,トク,え.る・う.る,11
1000,絶版,ぜっぱん,絶,ゼツ,た.える・た.やす・た.つ,12
1000,絶版,ぜっぱん,版,ハン,,8
1001,設立,せつりつ,設,セツ,もう.ける,11
1001,設立,せつりつ,立,リツ・リュウ・リットル,た.つ・-た.つ・た.ち-・た.てる・-た.てる・た.て-・たて-・-た.て・-だ.て・-だ.てる,5
1002,攻め,せめ,攻,コウ,せ.める,7
1005,世論,せろん,世,セイ・セ・ソウ,よ,5
1005,世論,せろん,論,ロン,あげつら.う,15
1006,繊維,せんい,繊,セン,,17
1006,繊維,せんい,維,イ,,14
1007,全快,ぜんかい,全,ゼン,まった.く・すべ.て,6
1007,全快,ぜんかい,快,カイ,こころよ.い,7
1008,宣教,せんきょう,宣,セン,のたま.う,9
1008,宣教,せんきょう,教,キョウ,おし.える・おそ.わる,11
1009,宣言,せんげん,宣,セン,のたま.う,9
1009,宣言,せんげん,言,ゲン・ゴン,い.う・こと,7
1010,戦災,せんさい,戦,セン,いくさ・たたか.う・おのの.く・そよ.ぐ・わなな.く,13
1010,戦災,せんさい,災,サイ,わざわ.い,7
1011,専修,せんしゅう,専,セン,もっぱ.ら,9
1011,専修,せんしゅう,修,シュウ・シュ,おさ.める・おさ.まる,10
1012,戦術,せんじゅつ,戦,セン,いくさ・たたか.う・おのの.く・そよ.ぐ・わなな.く,13
1012,戦術,せんじゅつ,術,ジュツ,すべ,11
1014,潜水,せんすい,潜,セン,ひそ.む・もぐ.る・かく.れる・くぐ.る・ひそ.める,15
1014,潜水,せんすい,水,スイ,みず・みず-,4
1015,全盛,ぜんせい,全,ゼン,まった.く・すべ.て,6
1015,全盛,ぜんせい,盛,セイ・ジョウ,も.る・さか.る・さか.ん,11
1016,先代,せんだい,先,セン,さき・ま.ず,6
1016,先代,せんだい,代,ダイ・タイ,か.わる・かわ.る・かわ.り・か.わり・-がわ.り・-が.わり・か.える・よ・しろ,5
1017,先だって,せんだって,先,セン,さき・ま.ず,6
1018,先着,せんちゃく,先,セン,さき・ま.ず,6
1018,先着,せんちゃく,着,チャク・ジャク,き.る・き.せる・つ.く・つ.ける,12
1019,前提,ぜんてい,前,ゼン,まえ・-まえ,9
1019,前提,ぜんてい,提,テイ・チョウ・ダイ,さ.げる,12
1020,前途,ぜんと,前,ゼン,まえ・-まえ,9
1020,前途,ぜんと,途,ト,みち,10
1021,戦闘,せんとう,戦,セン,いくさ・たたか.う・おのの.く・そよ.ぐ・わなな.く,13
1021,戦闘,せんとう,闘,トウ,たたか.う・あらそ.う,18
1022,潜入,せんにゅう,潜,セン,ひそ.む・もぐ.る・かく.れる・くぐ.る・ひそ.める,15
1022,潜入,せんにゅう,入,ニュウ・ジュ,い.る・-い.る・-い.り・い.れる・-い.れ・はい.る,2
1023,船舶,せんぱく,船,セン,ふね・ふな-,11
1023,船舶,せんぱく,舶,ハク,,11
1024,全滅,ぜんめつ,全,ゼン,まった.く・すべ.て,6
1024,全滅,ぜんめつ,滅,メツ,ほろ.びる・ほろ.ぶ・ほろ.ぼす,13
1025,専用,せんよう,専,セン,もっぱ.ら,9
1025,専用,せんよう,用,ヨウ,もち.いる,5
1026,占領,せんりょう,占,セン,し.める・うらな.う,5
1026,占領,せんりょう,領,リョウ,えり,14
1027,戦力,せんりょく,戦,セン,いくさ・たたか.う・おのの.く・そよ.ぐ・わなな.く,13
1027,戦力,せんりょく,力,リョク・リキ・リイ,ちから,2
1028,前例,ぜんれい,前,ゼン,まえ・-まえ,9
1028,前例,ぜんれい,例,レイ,たと.える,8
1029,総会,そうかい,総,ソウ,す.べて・すべ.て・ふさ,14
1029,総会,そうかい,会,カイ・エ,あ.う・あ.わせる・あつ.まる,6
1030,創刊,そうかん,創,ソウ・ショウ,つく.る・はじ.める・きず・けず.しける,12
1030,創刊,そうかん,刊,カン,,5
1031,雑木,ぞうき,雑,ザツ・ゾウ,まじ.える・まじ.る,14
1031,雑木,ぞうき,木,ボク・モク,き・こ-,4
1032,増強,ぞうきょう,増,ゾウ,ま.す・ま.し・ふ.える・ふ.やす,14
1032,増強,ぞうきょう,強,キョウ・ゴウ,つよ.い・つよ.まる・つよ.める・し.いる・こわ.い,11
1033,送金,そうきん,送,ソウ,おく.る,9
1033,送金,そうきん,金,キン・コン・ゴン,かね・かな-・-がね,8
1034,走行,そうこう,走,ソウ,はし.る,7
1034,走行,そうこう,行,コウ・ギョウ・アン,い.く・ゆ.く・-ゆ.き・-ゆき・-い.き・-いき・おこな.う・おこ.なう,6
1035,総合,そうごう,総,ソウ,す.べて・すべ.て・ふさ,14
1035,総合,そうごう,合,ゴウ・ガッ・カッ,あ.う・-あ.う・あ.い・あい-・-あ.い・-あい・あ.わす・あ.わせる・-あ.わせる,6
1036,捜索,そうさく,捜,ソウ・シュ・シュウ,さが.す,10
1036,捜索,そうさく,索,サク,,10
1037,蔵相,ぞうしょう,蔵,ゾウ・ソウ,くら・おさ.める・かく.れる,15
1037,蔵相,ぞうしょう,相,ソウ・ショウ,あい-,9
1038,装飾,そうしょく,装,ソウ・ショウ,よそお.う・よそお.い,12
1038,装飾,そうしょく,飾,ショク,かざ.る・かざ.り,13
1039,増進,ぞうしん,増,ゾウ,ま.す・ま.し・ふ.える・ふ.やす,14
1039,増進,ぞうしん,進,シン,すす.む・すす.める,11
1040,相対,そうたい,相,ソウ・ショウ,あい-,9
1040,相対,そうたい,対,タイ・ツイ,あいて・こた.える・そろ.い・つれあ.い・なら.ぶ・むか.う,7
1041,騒動,そうどう,騒,ソウ,さわ.ぐ・うれい・さわ.がしい,18
1041,騒動,そうどう,動,ドウ,うご.く・うご.かす,11
1042,遭難,そうなん,遭,ソウ,あ.う・あ.わせる,14
1042,遭難,そうなん,難,ナン,かた.い・-がた.い・むずか.しい・むづか.しい・むつか.しい・-にく.い,18
1043,相場,そうば,相,ソウ・ショウ,あい-,9
1043,相場,そうば,場,ジョウ・チョウ,ば,12
1044,装備,そうび,装,ソウ・ショウ,よそお.う・よそお.い,12
1044,装備,そうび,備,ビ,そな.える・そな.わる・つぶさ.に,12
1045,創立,そうりつ,創,ソウ・ショウ,つく.る・はじ.める・きず・けず.しける,12
1045,創立,そうりつ,立,リツ・リュウ・リットル,た.つ・-た.つ・た.ち-・た.てる・-た.てる・た.て-・たて-・-た.て・-だ.て・-だ.てる,5
1047,促進,そくしん,促,ソク,うなが.す,9
1047,促進,そくしん,進,シン,すす.む・すす.める,11
1048,束縛,そくばく,束,ソク,たば・たば.ねる・つか・つか.ねる,7
1048,束縛,そくばく,縛,バク,しば.る,16
1049,側面,そくめん,側,ソク,かわ・がわ・そば,11
1049,側面,そくめん,面,メン・ベン,おも・おもて・つら,9
1050,素材,そざい,素,ソ・ス,もと,10
1050,素材,そざい,材,ザイ,,7
1051,阻止,そし,阻,ソ,はば.む,8
1051,阻止,そし,止,シ,と.まる・-ど.まり・と.める・-と.める・-ど.め・とど.める・とど.め・とど.まる・や.める・や.む・-や.む・よ.す・-さ.す・-さ.し,4
1052,訴訟,そしょう,訴,ソ,うった.える,12
1052,訴訟,そしょう,訟,ショウ,,11
1053,育ち,そだち,育,イク,そだ.つ・そだ.ち・そだ.てる・はぐく.む,8
1054,措置,そち,措,ソ,お.く,11
1054,措置,そち,置,チ,お.く・-お.き,13
1056,外方,そっぽ,外,ガイ・ゲ,そと・ほか・はず.す・はず.れる・と-,5
1056,外方,そっぽ,方,ホウ,かた・-かた・-がた,4
1058,揃い,そろい,揃,セン,そろ.える・そろ.う・そろ.い・き.る,12
1059,損失,そんしつ,損,ソン,そこ.なう・そこな.う・-そこ.なう・そこ.ねる・-そこ.ねる,13
1059,損失,そんしつ,失,シツ,うしな.う・う.せる,5
1060,存続,そんぞく,存,ソン・ゾン,ながら.える・あ.る・たも.つ・と.う,6
1060,存続,そんぞく,続,ゾク・ショク・コウ・キョウ,つづ.く・つづ.ける・つぐ.ない,13
1062,対応,たいおう,対,タイ・ツイ,あいて・こた.える・そろ.い・つれあ.い・なら.ぶ・むか.う,7
1062,対応,たいおう,応,オウ・ヨウ・-ノウ,あた.る・まさに・こた.える,7
1063,大家,たいか,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1063,大家,たいか,家,カ・ケ,いえ・や・うち,10
1064,退化,たいか,退,タイ,しりぞ.く・しりぞ.ける・ひ.く・の.く・の.ける・ど.く,9
1064,退化,たいか,化,カ・ケ,ば.ける・ば.かす・ふ.ける・け.する,4
1065,体格,たいかく,体,タイ・テイ,からだ・かたち,7
1065,体格,たいかく,格,カク・コウ・キャク・ゴウ,,10
1066,大金,たいきん,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1066,大金,たいきん,金,キン・コン・ゴン,かね・かな-・-がね,8
1067,待遇,たいぐう,待,タイ,ま.つ・-ま.ち,9
1067,待遇,たいぐう,遇,グウ,あ.う,12
1068,対決,たいけつ,対,タイ・ツイ,あいて・こた.える・そろ.い・つれあ.い・なら.ぶ・むか.う,7
1068,対決,たいけつ,決,ケツ,き.める・-ぎ.め・き.まる・さ.く,7
1069,体験,たいけん,体,タイ・テイ,からだ・かたち,7
1069,体験,たいけん,験,ケン・ゲン,あかし・しるし・ため.す・ためし,18
1070,対抗,たいこう,対,タイ・ツイ,あいて・こた.える・そろ.い・つれあ.い・なら.ぶ・むか.う,7
1070,対抗,たいこう,抗,コウ,あらが.う,7
1071,退治,たいじ,退,タイ,しりぞ.く・しりぞ.ける・ひ.く・の.く・の.ける・ど.く,9
1071,退治,たいじ,治,ジ・チ,おさ.める・おさ.まる・なお.る・なお.す,8
1072,大衆,たいしゅう,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1072,大衆,たいしゅう,衆,シュウ・シュ,おお.い,12
1073,対処,たいしょ,対,タイ・ツイ,あいて・こた.える・そろ.い・つれあ.い・なら.ぶ・むか.う,7
