id,kanji,reading,char,on,kun,strokes
2049,殊に,ことに,殊,シュ,こと,10
2050,強いて,しいて,強,キョウ・ゴウ,つよ.い・つよ.まる・つよ.める・し.いる・こわ.い,11
2051,到底,とうてい,到,トウ,いた.る,8
2051,到底,とうてい,底,テイ,そこ,8
2054,時折,ときおり,時,ジ,とき・-どき,10
2054,時折,ときおり,折,セツ・シャク,お.る・おり・お.り・-お.り・お.れる,7
2055,突如,とつじょ,突,トツ・カ,つ.く,8
2055,突如,とつじょ,如,ジョ・ニョ,ごと.し,6
2056,長々,ながなが,長,チョウ,なが.い・おさ,8
2056,長々,ながなが,々,,,0
2057,何だか,なんだか,何,カ,なに・なん・なに-・なん-,7
2058,日夜,にちや,日,ニチ・ジツ,ひ・-び・-か,4
2058,日夜,にちや,夜,ヤ,よ・よる,8
2059,一概に,いちがいに,一,イチ・イツ,ひと-・ひと.つ,1
2059,一概に,いちがいに,概,ガイ,おおむ.ね,14
2060,一挙に,いっきょに,一,イチ・イツ,ひと-・ひと.つ,1
2060,一挙に,いっきょに,挙,キョ,あ.げる・あ.がる・こぞ.る,10
2061,一心,いっしん,一,イチ・イツ,ひと-・ひと.つ,1
2061,一心,いっしん,心,シン,こころ・-ごころ,4
2063,今更,いまさら,今,コン・キン,いま,4
2063,今更,いまさら,更,コウ,さら・さら.に・ふ.ける・ふ.かす,7
2064,未だ,いまだ,未,ミ・ビ,いま.だ・ま.だ・ひつじ,5
2065,嫌々,いやいや,嫌,ケン・ゲン,きら.う・きら.い・いや,13
2065,嫌々,いやいや,々,,,0
2066,生まれつき,うまれつき,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
2068,遅くとも,おそくとも,遅,チ,おく.れる・おく.らす・おそ.い,12
2070,自ずから,おのずから,自,ジ・シ,みずか.ら・おの.ずから・おの.ずと,6
2071,隔週,かくしゅう,隔,カク,へだ.てる・へだ.たる,13
2071,隔週,かくしゅう,週,シュウ,,11
2075,予て,かねて,予,ヨ・シャ,あらかじ.め,4
2076,代る代る,かわるがわる,代,ダイ・タイ,か.わる・かわ.る・かわ.り・か.わり・-がわ.り・-が.わり・か.える・よ・しろ,5
2076,代る代る,かわるがわる,代,ダイ・タイ,か.わる・かわ.る・かわ.り・か.わり・-がわ.り・-が.わり・か.える・よ・しろ,5
2077,元来,がんらい,元,ゲン・ガン,もと,4
2077,元来,がんらい,来,ライ・タイ,く.る・きた.る・きた.す・き.たす・き.たる・き・こ,7
2082,極めて,きわめて,極,キョク・ゴク,きわ.める・きわ.まる・きわ.まり・きわ.み・き.める・-ぎ.め・き.まる,12
2086,敢えて,あえて,敢,カン,あ.えて・あ.えない・あ.えず,12
2087,悪しからず,あしからず,悪,アク・オ,わる.い・わる-・あ.し・にく.い・-にく.い・ああ・いずくに・いずくんぞ・にく.む,11
2089,予め,あらかじめ,予,ヨ・シャ,あらかじ.め,4
2090,案の定,あんのじょう,案,アン,つくえ,10
2090,案の定,あんのじょう,定,テイ・ジョウ,さだ.める・さだ.まる・さだ.か,8
2097,即座に,そくざに,即,ソク,つ.く・つ.ける・すなわ.ち,7
2097,即座に,そくざに,座,ザ,すわ.る,10
2098,大概,たいがい,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
2098,大概,たいがい,概,ガイ,おおむ.ね,14
2099,断然,だんぜん,断,ダン,た.つ・ことわ.る・さだ.める,11
2099,断然,だんぜん,然,ゼン・ネン,しか・しか.り・しか.し・さ,12
2102,努めて,つとめて,努,ド,つと.める,7
2104,手元,てもと,手,シュ・ズ,て・て-・-て・た-,4
2104,手元,てもと,元,ゲン・ガン,もと,4
2109,誠に,まことに,誠,セイ,まこと,13
2110,丸ごと,まるごと,丸,ガン,まる・まる.める・まる.い,3
2111,無闇に,むやみに,無,ム・ブ,な.い,12
2111,無闇に,むやみに,闇,アン・オン,やみ・くら.い,17
2112,無論,むろん,無,ム・ブ,な.い,12
2112,無論,むろん,論,ロン,あげつら.う,15
2113,専ら,もっぱら,専,セン,もっぱ.ら,9
2115,余程,よほど,余,ヨ,あま.る・あま.り・あま.す・あんま.り,7
2115,余程,よほど,程,テイ,ほど・-ほど,12
2116,甚だ,はなはだ,甚,ジン,はなは.だ・はなは.だしい,9
2117,日頃,ひごろ,日,ニチ・ジツ,ひ・-び・-か,4
2117,日頃,ひごろ,頃,ケイ・キョウ,ころ・ごろ・しばら.く,11
1814,心強い,こころづよい,心,シン,こころ・-ごころ,4
1814,心強い,こころづよい,強,キョウ・ゴウ,つよ.い・つよ.まる・つよ.める・し.いる・こわ.い,11
1815,心細い,こころぼそい,心,シン,こころ・-ごころ,4
1815,心細い,こころぼそい,細,サイ,ほそ.い・ほそ.る・こま.か・こま.かい,11
1816,快い,こころよい,快,カイ,こころよ.い,7
1817,好ましい,このましい,好,コウ,この.む・す.く・よ.い・い.い,6
1818,煙たい,けむたい,煙,エン,けむ.る・けむり・けむ.い,13
1819,尊い,とうとい,尊,ソン,たっと.い・とうと.い・たっと.ぶ・とうと.ぶ,12
1820,貴い,とうとい,貴,キ,たっと.い・とうと.い・たっと.ぶ・とうと.ぶ,12
1821,乏しい,とぼしい,乏,ボウ,とぼ.しい・とも.しい,4
1822,情無い,なさけない,情,ジョウ・セイ,なさ.け,11
1822,情無い,なさけない,無,ム・ブ,な.い,12
1823,情深い,なさけぶかい,情,ジョウ・セイ,なさ.け,11
1823,情深い,なさけぶかい,深,シン,ふか.い・-ぶか.い・ふか.まる・ふか.める・み-,11
1824,名高い,なだかい,名,メイ・ミョウ,な・-な,6
1824,名高い,なだかい,高,コウ,たか.い・たか・-だか・たか.まる・たか.める,10
1825,何気ない,なにげない,何,カ,なに・なん・なに-・なん-,7
1825,何気ない,なにげない,気,キ・ケ,いき・き,6
1826,生臭い,なまぐさい,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
1826,生臭い,なまぐさい,臭,シュウ,くさ.い・-くさ.い・にお.う・にお.い,9
1827,生温い,なまぬるい,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
1827,生温い,なまぬるい,温,オン,あたた.か・あたた.かい・あたた.まる・あたた.める・ぬく,12
1828,悩ましい,なやましい,悩,ノウ,なや.む・なや.ます・なや.ましい・なやみ,10
1829,馴々しい,なれなれしい,馴,ジュン・シュン・クン,な.れる・な.らす・したが.う,13
1829,馴々しい,なれなれしい,々,,,0
1830,眠たい,ねむたい,眠,ミン,ねむ.る・ねむ.い,10
1831,望ましい,のぞましい,望,ボウ・モウ,のぞ.む・もち,11
1832,著しい,いちじるしい,著,チョ・チャク,あらわ.す・いちじる.しい,11
1833,卑しい,いやしい,卑,ヒ,いや.しい・いや.しむ・いや.しめる,9
1835,浅ましい,あさましい,浅,セン,あさ.い,9
1836,呆気ない,あっけない,呆,ホウ,ほけ.る・ぼ.ける・あき.れる・おろか,7
1836,呆気ない,あっけない,気,キ・ケ,いき・き,6
1837,荒っぽい,あらっぽい,荒,コウ,あ.らす・あ.れる・あら.い・すさ.ぶ・すさ.む・あ.らし,9
1839,素早い,すばやい,素,ソ・ス,もと,10
1839,素早い,すばやい,早,ソウ・サッ,はや.い・はや・はや-・はや.まる・はや.める・さ-,6
1840,切ない,せつない,切,セツ・サイ,き.る・-き.る・き.り・-き.り・-ぎ.り・き.れる・-き.れる・き.れ・-き.れ・-ぎ.れ,4
1841,素っ気無い,そっけない,素,ソ・ス,もと,10
1841,素っ気無い,そっけない,気,キ・ケ,いき・き,6
1841,素っ気無い,そっけない,無,ム・ブ,な.い,12
1843,煩わしい,わずらわしい,煩,ハン・ボン,わずら.う・わずら.わす・うるさ.がる・うるさ.い,13
1845,紛らわしい,まぎらわしい,紛,フン,まぎ.れる・-まぎ.れ・まぎ.らす・まぎ.らわす・まぎ.らわしい,10
1846,待ち遠しい,まちどおしい,待,タイ,ま.つ・-ま.ち,9
1846,待ち遠しい,まちどおしい,遠,エン・オン,とお.い,13
1847,真ん丸い,まんまるい,真,シン,ま・ま-・まこと,10
1847,真ん丸い,まんまるい,丸,ガン,まる・まる.める・まる.い,3
1848,真ん円い,まんまるい,真,シン,ま・ま-・まこと,10
1848,真ん円い,まんまるい,円,エン,まる.い・まる・まど・まど.か・まろ.やか,4
1849,見苦しい,みぐるしい,見,ケン,み.る・み.える・み.せる,7
1849,見苦しい,みぐるしい,苦,ク,くる.しい・-ぐる.しい・くる.しむ・くる.しめる・にが.い・にが.る,8
1850,空しい,むなしい,空,クウ,そら・あ.く・あ.き・あ.ける・から・す.く・す.かす・むな.しい,8
1851,目覚しい,めざましい,目,モク・ボク,め・-め・ま-,5
1851,目覚しい,めざましい,覚,カク,おぼ.える・さ.ます・さ.める・さと.る,12
1852,物足りない,ものたりない,物,ブツ・モツ,もの・もの-,8
1852,物足りない,ものたりない,足,ソク,あし・た.りる・た.る・た.す,7
1853,脆い,もろい,脆,ゼイ・セイ・セツ,もろ.い・よわい,10
1854,安っぽい,やすっぽい,安,アン,やす.い・やす.まる・やす・やす.らか,6
1856,欲深い,よくふかい,欲,ヨク,ほっ.する・ほ.しい,11
1856,欲深い,よくふかい,深,シン,ふか.い・-ぶか.い・ふか.まる・ふか.める・み-,11
1857,華々しい,はなばなしい,華,カ・ケ,はな,10
1857,華々しい,はなばなしい,々,,,0
1858,久しい,ひさしい,久,キュウ・ク,ひさ.しい,3
1859,平たい,ひらたい,平,ヘイ・ビョウ・ヒョウ,たい.ら・たい.らげる・ひら,5
1860,厳密,げんみつ,厳,ゲン・ゴン,おごそ.か・きび.しい・いか.めしい・いつくし,17
1860,厳密,げんみつ,密,ミツ,ひそ.か,11
1861,賢明,けんめい,賢,ケン,かしこ.い,16
1861,賢明,けんめい,明,メイ・ミョウ・ミン,あ.かり・あか.るい・あか.るむ・あか.らむ・あき.らか・あ.ける・-あ.け・あ.く・あ.くる・あ.かす,8
1862,交互,こうご,交,コウ,まじ.わる・まじ.える・ま.じる・まじ.る・ま.ざる・ま.ぜる・-か.う・か.わす・かわ.す・こもごも,6
1862,交互,こうご,互,ゴ,たが.い・かたみ.に,4
1863,高尚,こうしょう,高,コウ,たか.い・たか・-だか・たか.まる・たか.める,10
1863,高尚,こうしょう,尚,ショウ,なお,8
1864,公然,こうぜん,公,コウ・ク,おおやけ,4
1864,公然,こうぜん,然,ゼン・ネン,しか・しか.り・しか.し・さ,12
1865,好調,こうちょう,好,コウ,この.む・す.く・よ.い・い.い,6
1865,好調,こうちょう,調,チョウ,しら.べる・しら.べ・ととの.う・ととの.える,15
1866,口頭,こうとう,口,コウ・ク,くち,3
1866,口頭,こうとう,頭,トウ・ズ・ト,あたま・かしら・-がしら・かぶり,16
1867,巧妙,こうみょう,巧,コウ,たく.み・たく.む・うま.い,5
1867,巧妙,こうみょう,妙,ミョウ・ビョウ,たえ,7
1868,小柄,こがら,小,ショウ,ちい.さい・こ-・お-・さ-,3
1868,小柄,こがら,柄,ヘイ,がら・え・つか,9
1869,国産,こくさん,国,コク,くに,8
1869,国産,こくさん,産,サン,う.む・う.まれる・うぶ-・む.す,11
1870,滑稽,こっけい,滑,カツ・コツ,すべ.る・なめ.らか,13
1870,滑稽,こっけい,稽,ケイ,かんが.える・とど.める,15
1871,粉々,こなごな,粉,フン,デシメートル・こ・こな,10
1871,粉々,こなごな,々,,,0
1872,個別,こべつ,個,コ・カ,,10
1872,個別,こべつ,別,ベツ,わか.れる・わ.ける,7
1873,細やか,こまやか,細,サイ,ほそ.い・ほそ.る・こま.か・こま.かい,11
1874,固有,こゆう,固,コ,かた.める・かた.まる・かた.まり・かた.い,8
1874,固有,こゆう,有,ユウ・ウ,あ.る,6
1875,雑,ざつ,雑,ザツ・ゾウ,まじ.える・まじ.る,14
1876,産後,さんご,産,サン,う.む・う.まれる・うぶ-・む.す,11
1876,産後,さんご,後,ゴ・コウ,のち・うし.ろ・うしろ・あと・おく.れる,9
1877,残酷,ざんこく,残,ザン・サン,のこ.る・のこ.す・そこな.う・のこ.り,10
1877,残酷,ざんこく,酷,コク,ひど.い,14
1878,健在,けんざい,健,ケン,すこ.やか,11
1878,健在,けんざい,在,ザイ,あ.る,6
1879,健全,けんぜん,健,ケン,すこ.やか,11
1879,健全,けんぜん,全,ゼン,まった.く・すべ.て,6
1880,動的,どうてき,動,ドウ,うご.く・うご.かす,11
1880,動的,どうてき,的,テキ,まと,8
1881,同等,どうとう,同,ドウ,おな.じ,6
1881,同等,どうとう,等,トウ,ひと.しい・など・-ら,12
1882,独自,どくじ,独,ドク・トク,ひと.り,9
1882,独自,どくじ,自,ジ・シ,みずか.ら・おの.ずから・おの.ずと,6
1883,特有,とくゆう,特,トク,,10
1883,特有,とくゆう,有,ユウ・ウ,あ.る,6
1885,鈍感,どんかん,鈍,ドン,にぶ.い・にぶ.る・にぶ-・なま.る・なまく.ら,12
1885,鈍感,どんかん,感,カン,,13
1886,内蔵,ないぞう,内,ナイ・ダイ,うち,4
1886,内蔵,ないぞう,蔵,ゾウ・ソウ,くら・おさ.める・かく.れる,15
1887,和やか,なごやか,和,ワ・オ・カ,やわ.らぐ・やわ.らげる・なご.む・なご.やか・あ.える,8
1888,滑らか,なめらか,滑,カツ・コツ,すべ.る・なめ.らか,13
1890,年長,ねんちょう,年,ネン,とし,6
1890,年長,ねんちょう,長,チョウ,なが.い・おさ,8
1891,一様,いちよう,一,イチ・イツ,ひと-・ひと.つ,1
1891,一様,いちよう,様,ヨウ・ショウ,さま・さん,14
1892,一律,いちりつ,一,イチ・イツ,ひと-・ひと.つ,1
1892,一律,いちりつ,律,リツ・リチ・レツ,,9
1893,陰気,いんき,陰,イン,かげ・かげ.る,11
1893,陰気,いんき,気,キ・ケ,いき・き,6
1896,円滑,えんかつ,円,エン,まる.い・まる・まど・まど.か・まろ.やか,4
1896,円滑,えんかつ,滑,カツ・コツ,すべ.る・なめ.らか,13
1897,婉曲,えんきょく,婉,エン,うつく.しい・したが.う,11
1897,婉曲,えんきょく,曲,キョク,ま.がる・ま.げる・くま,6
1898,円満,えんまん,円,エン,まる.い・まる・まど・まど.か・まろ.やか,4
1898,円満,えんまん,満,マン・バン,み.ちる・み.つ・み.たす,12
1899,大柄,おおがら,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1899,大柄,おおがら,柄,ヘイ,がら・え・つか,9
1901,大幅,おおはば,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1901,大幅,おおはば,幅,フク,はば,12
1902,公,おおやけ,公,コウ・ク,おおやけ,4
1903,臆病,おくびょう,臆,オク・ヨク,むね・おくする,17
1903,臆病,おくびょう,病,ビョウ・ヘイ,や.む・-や.み・やまい,10
1904,厳か,おごそか,厳,ゲン・ゴン,おごそ.か・きび.しい・いか.めしい・いつくし,17
1905,愚か,おろか,愚,グ,おろ.か,13
1906,温和,おんわ,温,オン,あたた.か・あたた.かい・あたた.まる・あたた.める・ぬく,12
1906,温和,おんわ,和,ワ・オ・カ,やわ.らぐ・やわ.らげる・なご.む・なご.やか・あ.える,8
1907,外来,がいらい,外,ガイ・ゲ,そと・ほか・はず.す・はず.れる・と-,5
1907,外来,がいらい,来,ライ・タイ,く.る・きた.る・きた.す・き.たす・き.たる・き・こ,7
1908,微か,かすか,微,ビ,かす.か,13
1909,傍ら,かたわら,傍,ボウ,かたわ.ら・わき・おか-・はた・そば,12
1910,活発,かっぱつ,活,カツ,い.きる・い.かす・い.ける,9
1910,活発,かっぱつ,発,ハツ・ホツ,た.つ・あば.く・おこ.る・つか.わす・はな.つ,9
1911,簡易,かんい,簡,カン・ケン,えら.ぶ・ふだ,18
1911,簡易,かんい,易,エキ・イ,やさ.しい・やす.い,8
1912,簡潔,かんけつ,簡,カン・ケン,えら.ぶ・ふだ,18
1912,簡潔,かんけつ,潔,ケツ,いさぎよ.い,15
1913,頑固,がんこ,頑,ガン,かたく.な,13
1913,頑固,がんこ,固,コ,かた.める・かた.まる・かた.まり・かた.い,8
1914,頑丈,がんじょう,頑,ガン,かたく.な,13
1914,頑丈,がんじょう,丈,ジョウ,たけ・だけ,3
1915,肝心,かんじん,肝,カン,きも,7
1915,肝心,かんじん,心,シン,こころ・-ごころ,4
1916,肝腎,かんじん,肝,カン,きも,7
1916,肝腎,かんじん,腎,ジン,,13
1917,簡素,かんそ,簡,カン・ケン,えら.ぶ・ふだ,18
1917,簡素,かんそ,素,ソ・ス,もと,10
1918,完ぺき,かんぺき,完,カン,,7
1919,気軽,きがる,気,キ・ケ,いき・き,6
1919,気軽,きがる,軽,ケイ・キョウ・キン,かる.い・かろ.やか・かろ.んじる,12
1920,既婚,きこん,既,キ,すで.に,10
1920,既婚,きこん,婚,コン,,11
1921,気障,きざ,気,キ・ケ,いき・き,6
1921,気障,きざ,障,ショウ,さわ.る,14
1922,几帳面,きちょうめん,几,キ,きにょう,2
1922,几帳面,きちょうめん,帳,チョウ,とばり,11
1922,几帳面,きちょうめん,面,メン・ベン,おも・おもて・つら,9
1923,生真面目,きまじめ,生,セイ・ショウ,い.きる・い.かす・い.ける・う.まれる・うま.れる・う.まれ・うまれ・う.む・お.う・は.える・は.やす・き・なま・なま-・な.る・な.す・む.す・-う,5
1923,生真面目,きまじめ,真,シン,ま・ま-・まこと,10
1923,生真面目,きまじめ,面,メン・ベン,おも・おもて・つら,9
1923,生真面目,きまじめ,目,モク・ボク,め・-め・ま-,5
1924,華奢,きゃしゃ,華,カ・ケ,はな,10
1924,華奢,きゃしゃ,奢,シャ,おご.る・おご.り,12
1925,究極,きゅうきょく,究,キュウ・ク,きわ.める,7
1925,究極,きゅうきょく,極,キョク・ゴク,きわ.める・きわ.まる・きわ.まり・きわ.み・き.める・-ぎ.め・き.まる,12
1926,窮屈,きゅうくつ,窮,キュウ・キョウ,きわ.める・きわ.まる・きわ.まり・きわ.み,15
1926,窮屈,きゅうくつ,屈,クツ,かが.む・かが.める,8
1927,強硬,きょうこう,強,キョウ・ゴウ,つよ.い・つよ.まる・つよ.める・し.いる・こわ.い,11
1927,強硬,きょうこう,硬,コウ,かた.い,12
1928,強烈,きょうれつ,強,キョウ・ゴウ,つよ.い・つよ.まる・つよ.める・し.いる・こわ.い,11
1928,強烈,きょうれつ,烈,レツ,はげ.しい,10
1929,清らか,きよらか,清,セイ・ショウ・シン,きよ.い・きよ.まる・きよ.める,11
1930,勤勉,きんべん,勤,キン・ゴン,つと.める・-づと.め・つと.まる・いそ.しむ,12
1930,勤勉,きんべん,勉,ベン,つと.める,10
1931,軽快,けいかい,軽,ケイ・キョウ・キン,かる.い・かろ.やか・かろ.んじる,12
1931,軽快,けいかい,快,カイ,こころよ.い,7
1932,軽率,けいそつ,軽,ケイ・キョウ・キン,かる.い・かろ.やか・かろ.んじる,12
1932,軽率,けいそつ,率,ソツ・リツ・シュツ,ひき.いる,11
1933,事前,じぜん,事,ジ・ズ,こと・つか.う・つか.える,8
1933,事前,じぜん,前,ゼン,まえ・-まえ,9
1934,鮮やか,あざやか,鮮,セン,あざ.やか,17
1936,甘口,あまくち,甘,カン,あま.い・あま.える・あま.やかす・うま.い,5
1936,甘口,あまくち,口,コウ・ク,くち,3
1938,いい加減,いいかげん,加,カ,くわ.える・くわ.わる,5
1938,いい加減,いいかげん,減,ゲン,へ.る・へ.らす,12
1939,幾多,いくた,幾,キ,いく-・いく.つ・いく.ら,12
1939,幾多,いくた,多,タ,おお.い・まさ.に・まさ.る,6
1940,所定,しょてい,所,ショ,ところ・-ところ・どころ・とこ,8
1940,所定,しょてい,定,テイ・ジョウ,さだ.める・さだ.まる・さだ.か,8
1941,新婚,しんこん,新,シン,あたら.しい・あら.た・あら-・にい-,13
1941,新婚,しんこん,婚,コン,,11
1942,迅速,じんそく,迅,ジン,,6
1942,迅速,じんそく,速,ソク,はや.い・はや-・はや.める・すみ.やか,10
1943,健やか,すこやか,健,ケン,すこ.やか,11
1944,誠実,せいじつ,誠,セイ,まこと,13
1944,誠実,せいじつ,実,ジツ・シツ,み・みの.る・まこと・みの・みち.る,8
1945,清純,せいじゅん,清,セイ・ショウ・シン,きよ.い・きよ.まる・きよ.める,11
1945,清純,せいじゅん,純,ジュン,,10
1946,正常,せいじょう,正,セイ・ショウ,ただ.しい・ただ.す・まさ・まさ.に,5
1946,正常,せいじょう,常,ジョウ,つね・とこ-,11
1947,盛大,せいだい,盛,セイ・ジョウ,も.る・さか.る・さか.ん,11
1947,盛大,せいだい,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1948,静的,せいてき,静,セイ・ジョウ,しず-・しず.か・しず.まる・しず.める,14
1948,静的,せいてき,的,テキ,まと,8
1949,正当,せいとう,正,セイ・ショウ,ただ.しい・ただ.す・まさ・まさ.に,5
1949,正当,せいとう,当,トウ,あ.たる・あ.たり・あ.てる・あ.て・まさ.に・まさ.にべし,6
1950,精密,せいみつ,精,セイ・ショウ,しら.げる・くわ.しい,14
1950,精密,せいみつ,密,ミツ,ひそ.か,11
1951,切実,せつじつ,切,セツ・サイ,き.る・-き.る・き.り・-き.り・-ぎ.り・き.れる・-き.れる・き.れ・-き.れ・-ぎ.れ,4
1951,切実,せつじつ,実,ジツ・シツ,み・みの.る・まこと・みの・みち.る,8
1952,先,せん,先,セン,さき・ま.ず,6
1953,先天的,せんてんてき,先,セン,さき・ま.ず,6
1953,先天的,せんてんてき,天,テン,あまつ・あめ・あま-,4
1953,先天的,せんてんてき,的,テキ,まと,8
1954,善良,ぜんりょう,善,ゼン,よ.い・い.い・よ.く・よし.とする,12
1954,善良,ぜんりょう,良,リョウ,よ.い・-よ.い・い.い・-い.い,7
1955,相応,そうおう,相,ソウ・ショウ,あい-,9
1955,相応,そうおう,応,オウ・ヨウ・-ノウ,あた.る・まさに・こた.える,7
1956,早急,そうきゅう,早,ソウ・サッ,はや.い・はや・はや-・はや.まる・はや.める・さ-,6
1956,早急,そうきゅう,急,キュウ,いそ.ぐ・いそ.ぎ・せ.く,9
1957,早急,さっきゅう,早,ソウ・サッ,はや.い・はや・はや-・はや.まる・はや.める・さ-,6
1957,早急,さっきゅう,急,キュウ,いそ.ぐ・いそ.ぎ・せ.く,9
1958,壮大,そうだい,壮,ソウ,さかん,6
1958,壮大,そうだい,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1959,素朴,そぼく,素,ソ・ス,もと,10
1959,素朴,そぼく,朴,ボク,ほう・ほお・えのき,6
1961,大胆,だいたん,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1961,大胆,だいたん,胆,タン,きも,9
1962,台無し,だいなし,台,ダイ・タイ,うてな・われ・つかさ,5
1962,台無し,だいなし,無,ム・ブ,な.い,12
1963,大部,たいぶ,大,ダイ・タイ,おお-・おお.きい・-おお.いに,3
1963,大部,たいぶ,部,ブ,-べ,11
1965,巧み,たくみ,巧,コウ,たく.み・たく.む・うま.い,5
1966,達者,たっしゃ,達,タツ・ダ,-たち,12
1966,達者,たっしゃ,者,シャ,もの,8
1968,多様,たよう,多,タ,おお.い・まさ.に・まさ.る,6
1968,多様,たよう,様,ヨウ・ショウ,さま・さん,14
1969,単一,たんいつ,単,タン,ひとえ,9
1969,単一,たんいつ,一,イチ・イツ,ひと-・ひと.つ,1
1970,単調,たんちょう,単,タン,ひとえ,9
1970,単調,たんちょう,調,チョウ,しら.べる・しら.べ・ととの.う・ととの.える,15
1971,単独,たんどく,単,タン,ひとえ,9
1971,単独,たんどく,独,ドク・トク,ひと.り,9
1972,知的,ちてき,知,チ,し.る・し.らせる,8
1972,知的,ちてき,的,テキ,まと,8
1973,重宝,ちょうほう,重,ジュウ・チョウ,え・おも.い・おも.り・おも.なう・かさ.ねる・かさ.なる・おも,9
1973,重宝,ちょうほう,宝,ホウ,たから,8
1974,著名,ちょめい,著,チョ・チャク,あらわ.す・いちじる.しい,11
1974,著名,ちょめい,名,メイ・ミョウ,な・-な,6
1975,通常,つうじょう,通,ツウ・ツ,とお.る・とお.り・-とお.り・-どお.り・とお.す・とお.し・-どお.し・かよ.う,10
1975,通常,つうじょう,常,ジョウ,つね・とこ-,11
1976,痛切,つうせつ,痛,ツウ,いた.い・いた.む・いた.ましい・いた.める,12
1976,痛切,つうせつ,切,セツ・サイ,き.る・-き.る・き.り・-き.り・-ぎ.り・き.れる・-き.れる・き.れ・-き.れ・-ぎ.れ,4
1977,手軽,てがる,手,シュ・ズ,て・て-・-て・た-,4
1977,手軽,てがる,軽,ケイ・キョウ・キン,かる.い・かろ.やか・かろ.んじる,12
1978,適宜,てきぎ,適,テキ,かな.う,14
1978,適宜,てきぎ,宜,ギ,よろ.しい・よろ.しく,8
1979,手近,てぢか,手,シュ・ズ,て・て-・-て・た-,4
1979,手近,てぢか,近,キン・コン,ちか.い,7
1980,露骨,ろこつ,露,ロ・ロウ,つゆ,21
1980,露骨,ろこつ,骨,コツ,ほね,10
1983,質素,しっそ,質,シツ・シチ・チ,たち・ただ.す・もと・わりふ,15
1983,質素,しっそ,素,ソ・ス,もと,10
1984,淑やか,しとやか,淑,シュク,しと.やか,11
1986,若干,じゃっかん,若,ジャク・ニャク・ニャ,わか.い・わか-・も.しくわ・も.し・も.しくは・ごと.し,8
1986,若干,じゃっかん,干,カン,ほ.す・ほ.し-・-ぼ.し・ひ.る,3
1988,柔軟,じゅうなん,柔,ジュウ・ニュウ,やわ.らか・やわ.らかい・やわ・やわ.ら,9
1988,柔軟,じゅうなん,軟,ナン,やわ.らか・やわ.らかい,11
1989,種々,しゅじゅ,種,シュ,たね・-ぐさ,14
1989,種々,しゅじゅ,々,,,0
1990,敏感,びんかん,敏,ビン,さとい,10
1990,敏感,びんかん,感,カン,,13
1991,貧弱,ひんじゃく,貧,ヒン・ビン,まず.しい,11
1991,貧弱,ひんじゃく,弱,ジャク,よわ.い・よわ.る・よわ.まる・よわ.める,10
1992,頻繁,ひんぱん,頻,ヒン,しき.りに,17
1992,頻繁,ひんぱん,繁,ハン,しげ.る・しげ.く,16
1993,貧乏,びんぼう,貧,ヒン・ビン,まず.しい,11
1993,貧乏,びんぼう,乏,ボウ,とぼ.しい・とも.しい,4
1994,不意,ふい,不,フ・ブ,,4
1994,不意,ふい,意,イ,,13
1995,不可欠,ふかけつ,不,フ・ブ,,4
1995,不可欠,ふかけつ,可,カ・コク,-べ.き・-べ.し,5
1995,不可欠,ふかけつ,欠,ケツ・ケン,か.ける・か.く,4
1997,不吉,ふきつ,不,フ・ブ,,4
1997,不吉,ふきつ,吉,キチ・キツ,よし,6
1998,不順,ふじゅん,不,フ・ブ,,4
1998,不順,ふじゅん,順,ジュン,,12
1999,不当,ふとう,不,フ・ブ,,4
1999,不当,ふとう,当,トウ,あ.たる・あ.たり・あ.てる・あ.て・まさ.に・まさ.にべし,6
2000,無難,ぶなん,無,ム・ブ,な.い,12
2000,無難,ぶなん,難,ナン,かた.い・-がた.い・むずか.しい・むづか.しい・むつか.しい・-にく.い,18
2001,普遍,ふへん,普,フ,あまね.く・あまねし,12
2001,普遍,ふへん,遍,ヘン,あまね.く,12
2002,不明,ふめい,不,フ・ブ,,4
2002,不明,ふめい,明,メイ・ミョウ・ミン,あ.かり・あか.るい・あか.るむ・あか.らむ・あき.らか・あ.ける・-あ.け・あ.く・あ.くる・あ.かす,8
2003,不良,ふりょう,不,フ・ブ,,4
2003,不良,ふりょう,良,リョウ,よ.い・-よ.い・い.い・-い.い,7
2005,平常,へいじょう,平,ヘイ・ビョウ・ヒョウ,たい.ら・たい.らげる・ひら,5
2005,平常,へいじょう,常,ジョウ,つね・とこ-,11
