現像,げんぞう,N1,n,"""development (of film)"""
原則,げんそく,N1,n,"""principle"""
見地,けんち,N1,n,"""point of view"""
現地,げんち,N1,n,"""actual place"""
限定,げんてい,N1,n,"""limit"""
原点,げんてん,N1,n,"""starting point"""
原典,げんてん,N1,n,"""original (text)"""
原爆,げんばく,N1,n,"""atomic bomb"""
原文,げんぶん,N1,n,"""original text"""
倹約,けんやく,N1,n,"""thrift"""
原油,げんゆ,N1,n,"""crude oil"""
兼用,けんよう,N1,n,"""multi-use"""
権力,けんりょく,N1,n,"""(political) power"""
言論,げんろん,N1,n,"""(one's) speech"""
語彙,ごい,N1,n,"""vocabulary"""
甲,こう,N1,n,"""carapace"""
好意,こうい,N1,n,"""kindness"""
行為,こうい,N1,n,"""act"""
合意,ごうい,N1,n,"""(coming to an) agreement"""
工学,こうがく,N1,n,"""engineering"""
抗議,こうぎ,N1,n,"""protest"""
合議,ごうぎ,N1,n,"""consultation"""
皇居,こうきょ,N1,n,"""Imperial Palace (of Japan)"""
好況,こうきょう,N1,n,"""prosperous (economic) conditions"""
鉱業,こうぎょう,N1,n,"""mining industry"""
興業,こうぎょう,N1,n,"""promotion of industry"""
高原,こうげん,N1,n,"""tableland"""
考古学,こうこがく,N1,n,"""archaeology"""
工作,こうさく,N1,n,"""handicraft"""
耕作,こうさく,N1,n,"""cultivation"""
鉱山,こうざん,N1,n,"""mine (ore)"""
講習,こうしゅう,N1,n,"""short course"""
口述,こうじゅつ,N1,n,"""dictation"""
控除,こうじょ,N1,n,"""subtraction"""
交渉,こうしょう,N1,n,"""negotiations"""
向上,こうじょう,N1,n,"""elevation"""
行進,こうしん,N1,n,"""march"""
香辛料,こうしんりょう,N1,n,"""spice"""
降水,こうすい,N1,n,"""rainfall"""
洪水,こうずい,N1,n,"""flood"""
合成,ごうせい,N1,n,"""composition"""
抗争,こうそう,N1,n,"""rivalry"""
構想,こうそう,N1,n,"""plan"""
後退,こうたい,N1,n,"""retreat"""
光沢,こうたく,N1,n,"""brilliance"""
公団,こうだん,N1,n,"""public corporation"""
講読,こうどく,N1,n,"""reading"""
購読,こうどく,N1,n,"""buying and reading (book"
購入,こうにゅう,N1,n,"""purchase"""
公認,こうにん,N1,n,"""official recognition"""
光熱費,こうねつひ,N1,n,"""cost of fuel and lighting"""
購買,こうばい,N1,n,"""procurement"""
好評,こうひょう,N1,n,"""favorable reception"""
交付,こうふ,N1,n,"""delivery"""
公募,こうぼ,N1,n,"""public appeal (e.g. for contributions)"""
公用,こうよう,N1,n,"""official business"""
小売,こうり,N1,n,"""retail"""
効率,こうりつ,N1,n,"""efficiency"""
