kanji,reading,level,pos,meaning_en
ああ,ああ,N5,adv,"""like that"""
少し,すこし,N5,adv,"""a little"""
大変,たいへん,N5,adv,"""very"""
多分,たぶん,N5,adv,"""probably"""
段々,だんだん,N5,adv,"""gradually"""
丁度,ちょうど,N5,adv,"""exactly"""
どうぞ,どうぞ,N5,adv,"""please"""
時々,ときどき,N5,adv,"""sometimes"""
初めて,はじめて,N5,adv,"""for the first time"""
半分,はんぶん,N5,adv,"""half"""
もう,もう,N5,adv,"""already"""
もっと,もっと,N5,adv,"""(some) more"""
