kanji,reading,level,pos,meaning_en
白髪,しらが,N2,n,"""white hair"""
シリーズ,シリーズ,N2,n,"""series"""
私立,しりつ,N2,n,"""private (establishment)"""
資料,しりょう,N2,n,"""material"""
汁,しる,N2,n,"""juice"""
素人,しろうと,N2,n,"""amateur"""
芯,しん,N2,n,"""wick"""
新幹線,しんかんせん,N2,n,"""Shinkansen"""
真空,しんくう,N2,n,"""vacuum"""
人事,じんじ,N2,n,"""personnel affairs"""
心身,しんしん,N2,n,"""mind and body"""
申請,しんせい,N2,n,"""application"""
人造,じんぞう,N2,n,"""artificial"""
寝台,しんだい,N2,n,"""bed"""
診断,しんだん,N2,n,"""diagnosis"""
侵入,しんにゅう,N2,n,"""invasion"""
人文科学,じんぶんかがく,N2,n,"""humanities"""
人命,じんめい,N2,n,"""(human) life"""
深夜,しんや,N2,n,"""late at night"""
森林,しんりん,N2,n,"""forest"""
親類,しんるい,N2,n,"""relative"""
針路,しんろ,N2,n,"""course"""
神話,しんわ,N2,n,"""myth"""
水産,すいさん,N2,n,"""aquatic products"""
炊事,すいじ,N2,n,"""cooking"""
水蒸気,すいじょうき,N2,n,"""water vapour"""
水素,すいそ,N2,n,"""hydrogen (H)"""
推定,すいてい,N2,n,"""presumption"""
水滴,すいてき,N2,n,"""drop of water"""
水筒,すいとう,N2,n,"""canteen"""
随筆,ずいひつ,N2,n,"""essays"""
水分,すいぶん,N2,n,"""water"""
水平線,すいへいせん,N2,n,"""horizon (related to bodies of water)"""
水面,すいめん,N2,n,"""water's surface"""
末っ子,すえっこ,N2,n,"""youngest child"""
スカーフ,スカーフ,N2,n,"""scarf (esp. a lightweight summer scarf worn by women)"""
図鑑,ずかん,N2,n,"""pictorial book"""
隙,すき,N2,n,"""gap"""
杉,すぎ,N2,n,"""Japanese cedar (Cryptomeria japonica)"""
好き嫌い,すききらい,N2,n,"""likes and dislikes"""
好き好き,すきずき,N2,n,"""matter of taste"""
隙間,すきま,N2,n,"""gap"""
スクール,スクール,N2,n,"""school"""
図形,ずけい,N2,n,"""figure"""
鈴,すず,N2,n,"""bell (often globular)"""
スタート,スタート,N2,n,"""start"""
スチュワーデス,スチュワーデス,N2,n,"""stewardess"""
ステージ,ステージ,N2,n,"""stage (platform)"""
ストッキング,ストッキング,N2,n,"""stockings"""
ストップ,ストップ,N2,n,"""stop"""
頭脳,ずのう,N2,n,"""head"""
スピーカー,スピーカー,N2,n,"""speaker"""
図表,ずひょう,N2,n,"""chart"""
住まい,すまい,N2,n,"""dwelling"""
相撲,すもう,N2,n,"""sumo (wrestling)"""
スライド,スライド,N2,n,"""slide (for projection)"""
スリッパ,スリッパ,N2,n,"""slipper"""
寸法,すんぽう,N2,n,"""measurement"""
税関,ぜいかん,N2,n,"""customs"""
製作,せいさく,N2,n,"""manufacture"""
制作,せいさく,N2,n,"""work (film"
清書,せいしょ,N2,n,"""fair copy"""
青少年,せいしょうねん,N2,n,"""young people"""
整数,せいすう,N2,n,"""integer"""
清掃,せいそう,N2,n,"""cleaning"""
生存,せいぞん,N2,n,"""existence"""
政党,せいとう,N2,n,"""political party"""
性能,せいのう,N2,n,"""ability"""
整備,せいび,N2,n,"""maintenance"""
成分,せいぶん,N2,n,"""ingredient"""
性別,せいべつ,N2,n,"""(distinction of) sex"""
正方形,せいほうけい,N2,n,"""square"""
正門,せいもん,N2,n,"""main gate"""
成立,せいりつ,N2,n,"""formation"""
西暦,せいれき,N2,n,"""Common Era"""
赤道,せきどう,N2,n,"""equator"""
接近,せっきん,N2,n,"""getting closer"""
接続,せつぞく,N2,n,"""connection"""
瀬戸物,せともの,N2,n,"""earthenware"""
ゼミ,ゼミ,N2,n,"""seminar"""
セメント,セメント,N2,n,"""cement"""
台詞,せりふ,N2,n,"""(spoken) line (in a play"
栓,せん,N2,n,"""stopper"""
前後,ぜんご,N2,n,"""front and rear"""
全集,ぜんしゅう,N2,n,"""complete works"""
扇子,せんす,N2,n,"""folding fan"""
専制,せんせい,N2,n,"""despotism"""
先々月,せんせんげつ,N2,n,"""month before last"""
先々週,せんせんしゅう,N2,n,"""week before last"""
先祖,せんぞ,N2,n,"""ancestor"""
先端,せんたん,N2,n,"""pointed end"""
センチ,センチ,N2,n,"""centimeter"""
先頭,せんとう,N2,n,"""head (of a line"
全般,ぜんぱん,N2,n,"""(the) whole"""
扇風機,せんぷうき,N2,n,"""electric fan"""
洗面,せんめん,N2,n,"""washing one's face"""
全力,ぜんりょく,N2,n,"""all one's power (strength"
線路,せんろ,N2,n,"""railway track"""
相違,そうい,N2,n,"""difference"""
雑巾,ぞうきん,N2,n,"""house-cloth"""
増減,ぞうげん,N2,n,"""increase and decrease"""
倉庫,そうこ,N2,n,"""storehouse"""
相互,そうご,N2,n,"""mutual"""
創作,そうさく,N2,n,"""creation"""
葬式,そうしき,N2,n,"""funeral"""
造船,ぞうせん,N2,n,"""shipbuilding"""
増大,ぞうだい,N2,n,"""enlargement"""
送別,そうべつ,N2,n,"""farewell"""
草履,ぞうり,N2,n,"""zori"""
総理大臣,そうりだいじん,N2,n,"""prime minister (as the head of a cabinet government)"""
送料,そうりょう,N2,n,"""postage"""
速達,そくたつ,N2,n,"""express"""
測定,そくてい,N2,n,"""measurement"""
測量,そくりょう,N2,n,"""measurement"""
速力,そくりょく,N2,n,"""speed"""
素質,そしつ,N2,n,"""makings (of)"""
祖先,そせん,N2,n,"""ancestor"""
算盤,そろばん,N2,n,"""abacus"""
損得,そんとく,N2,n,"""loss and gain"""
田ぼ,たんぼ,N2,n,"""paddy field"""
大学院,だいがくいん,N2,n,"""graduate school"""
大工,だいく,N2,n,"""carpenter"""
体系,たいけい,N2,n,"""system"""
太鼓,たいこ,N2,n,"""drum"""
対策,たいさく,N2,n,"""measure"""
大小,だいしょう,N2,n,"""size"""
体制,たいせい,N2,n,"""order"""
体積,たいせき,N2,n,"""capacity"""
体操,たいそう,N2,n,"""gymnastics"""
大木,たいぼく,N2,n,"""large tree"""
代名詞,だいめいし,N2,n,"""pronoun"""
タイア,タイア,N2,n,"""tire"""
ダイヤグラム,ダイヤグラム,N2,n,"""diagram"""
ダイヤモンド,ダイヤモンド,N2,n,"""diamond"""
ダイヤル,ダイヤル,N2,n,"""dial (e.g. telephone"
対立,たいりつ,N2,n,"""confrontation"""
田植え,たうえ,N2,n,"""rice planting"""
楕円,だえん,N2,n,"""ellipse"""
滝,たき,N2,n,"""waterfall"""
竹,たけ,N2,n,"""bamboo (any grass of subfamily Bambusoideae)"""
発,はつ,N2,n-suf,"""departure"""
脱線,だっせん,N2,n,"""derailment"""
ダブル,ダブル,N2,n,"""double"""
ダム,ダム,N2,n,"""dam"""
溜息,ためいき,N2,n,"""sigh"""
オーケストラ,オーケストラ,N2,n,"""orchestra"""
大通り,おおどおり,N2,n,"""main street"""
オートメーション,オートメーション,N2,n,"""automation"""
お帰り,おかえり,N2,n,"""return"""
お代わり,おかわり,N2,n,"""another helping"""
屋外,おくがい,N2,n,"""outdoors"""
送り仮名,おくりがな,N2,n,"""kana written after a kanji to complete the full (usually kun) reading of the word"""
伯父,おじ,N2,n,"""uncle"""
叔父,おじ,N2,n,"""uncle"""
伯父さん,おじさん,N2,n,"""uncle"""
小父さん,おじさん,N2,n,"""uncle"""
叔父さん,おじさん,N2,n,"""uncle"""
お出掛け,おでかけ,N2,n,"""about to start out"""
お手伝いさん,おてつだいさん,N2,n,"""maid"""
落し物,おとしもの,N2,n,"""lost property"""
各々,おのおの,N2,n,"""each"""
伯母,おば,N2,n,"""aunt"""
叔母,おば,N2,n,"""aunt"""
小母さん,おばさん,N2,n,"""old lady"""
お参り,おまいり,N2,n,"""visit (to a shrine"
お休み,おやすみ,N2,n,"""holiday"""
親指,おやゆび,N2,n,"""thumb"""
オルガン,オルガン,N2,n,"""organ (musical instrument)"""
恩恵,おんけい,N2,n,"""grace"""
温室,おんしつ,N2,n,"""greenhouse"""
温泉,おんせん,N2,n,"""hot spring"""
温帯,おんたい,N2,n,"""temperate zone"""
御中,おんちゅう,N2,n-suf,"""... and Company"""
カーブ,カーブ,N2,n,"""curve"""
開会,かいかい,N2,n,"""opening of a meeting"""
会館,かいかん,N2,n,"""meeting hall"""
改札,かいさつ,N2,n,"""examination of tickets"""
解散,かいさん,N2,n,"""breaking up (a meeting"
海水浴,かいすいよく,N2,n,"""swimming in the ocean"""
回数,かいすう,N2,n,"""number of times"""
回数券,かいすうけん,N2,n,"""coupon tickets"""
改正,かいせい,N2,n,"""revision"""
快晴,かいせい,N2,n,"""clear weather"""
解説,かいせつ,N2,n,"""explanation"""
改造,かいぞう,N2,n,"""remodeling"""
開通,かいつう,N2,n,"""opening (of a new road"
回転,かいてん,N2,n,"""rotation"""
解答,かいとう,N2,n,"""answer"""
回答,かいとう,N2,n,"""reply"""
外部,がいぶ,N2,n,"""outside (e.g. of a building)"""
解放,かいほう,N2,n,"""release"""
開放,かいほう,N2,n,"""opening (a door"
海洋,かいよう,N2,n,"""ocean"""
概論,がいろん,N2,n,"""introduction"""
家屋,かおく,N2,n,"""house"""
書留,かきとめ,N2,n,"""registered mail"""
書取,かきとり,N2,n,"""writing down from other written material"""
垣根,かきね,N2,n,"""hedge"""
限り,かぎり,N2,n,"""limit"""
各自,かくじ,N2,n,"""each (person)"""
拡充,かくじゅう,N2,n,"""expansion"""
学術,がくじゅつ,N2,n,"""science"""
各地,かくち,N2,n,"""each place"""
拡張,かくちょう,N2,n,"""expansion"""
角度,かくど,N2,n,"""angle"""
学年,がくねん,N2,n,"""academic year"""
確率,かくりつ,N2,n,"""probability"""
学力,がくりょく,N2,n,"""scholarly ability"""
掛け算,かけざん,N2,n,"""multiplication"""
可決,かけつ,N2,n,"""approval"""
火口,かこう,N2,n,"""(volcanic) crater"""
下降,かこう,N2,n,"""descent"""
火山,かざん,N2,n,"""volcano"""
貸し出し,かしだし,N2,n,"""lending"""
過失,かしつ,N2,n,"""accident (caused by negligence)"""
果実,かじつ,N2,n,"""fruit"""
貸間,かしま,N2,n,"""room to let"""
貸家,かしや,N2,n,"""house for rent"""
箇所,かしょ,N2,n,"""place"""
過剰,かじょう,N2,n,"""excess"""
課税,かぜい,N2,n,"""taxation"""
下線,かせん,N2,n,"""underline"""
カセット,カセット,N2,n,"""cassette (tape)"""
加速,かそく,N2,n,"""acceleration"""
加速度,かそくど,N2,n,"""acceleration"""
塊,かたまり,N2,n,"""lump"""
片道,かたみち,N2,n,"""one-way (trip)"""
学科,がっか,N2,n,"""subject (of study)"""
学会,がっかい,N2,n,"""learned society"""
学級,がっきゅう,N2,n,"""(school) class"""
括弧,かっこ,N2,n,"""brackets"""
活字,かつじ,N2,n,"""printing type"""
活力,かつりょく,N2,n,"""vitality"""
仮名,かな,N2,n,"""kana"""
仮名遣い,かなづかい,N2,n,"""kana orthography"""
加熱,かねつ,N2,n,"""heating"""
カバー,カバー,N2,n,"""cover"""
過半数,かはんすう,N2,n,"""majority"""
釜,かま,N2,n,"""iron pot"""
紙屑,かみくず,N2,n,"""wastepaper"""
神様,かみさま,N2,n,"""God"""
剃刀,かみそり,N2,n,"""razor"""
ガム,ガム,N2,n,"""chewing gum"""
貨物,かもつ,N2,n,"""cargo"""
カラー,カラー,N2,n,"""color"""
カロリー,カロリー,N2,n,"""calorie"""
為替,かわせ,N2,n,"""money order"""
瓦,かわら,N2,n,"""tile (e.g. roof)"""
換気,かんき,N2,n,"""ventilation"""
感激,かんげき,N2,n,"""deep emotion"""
関西,かんさい,N2,n,"""Kansai (region comprising Kyoto"
元日,がんじつ,N2,n,"""New Year's Day"""
鑑賞,かんしょう,N2,n,"""appreciation (of art"
間接,かんせつ,N2,n,"""indirection"""
観測,かんそく,N2,n,"""observation"""
寒帯,かんたい,N2,n,"""frigid zone"""
官庁,かんちょう,N2,n,"""government office"""
勘違い,かんちがい,N2,n,"""misunderstanding"""
缶詰,かんづめ,N2,n,"""canned food"""
乾電池,かんでんち,N2,n,"""dry cell battery"""
関東,かんとう,N2,n,"""Kantō (region comprising Tokyo and surrounding prefectures)"""
観念,かんねん,N2,n,"""idea"""
看板,かんばん,N2,n,"""signboard"""
看病,かんびょう,N2,n,"""nursing (a patient)"""
冠,かんむり,N2,n,"""traditional cap worn by Shinto clergy and courtiers"""
漢和,かんわ,N2,n,"""China and Japan"""
気圧,きあつ,N2,n,"""atmospheric pressure"""
着替え,きがえ,N2,n,"""changing clothes"""
機関車,きかんしゃ,N2,n,"""locomotive"""
飢饉,ききん,N2,n,"""famine"""
器具,きぐ,N2,n,"""utensil"""
記号,きごう,N2,n,"""sign"""
儀式,ぎしき,N2,n,"""ceremony"""
基準,きじゅん,N2,n,"""standard"""
規準,きじゅん,N2,n,"""standard"""
起床,きしょう,N2,n,"""rising (from one's bed)"""
基礎,きそ,N2,n,"""foundation"""
基地,きち,N2,n,"""base (military"
基盤,きばん,N2,n,"""(circuit) board"""
客席,きゃくせき,N2,n,"""guest seating (e.g. theater"
客間,きゃくま,N2,n,"""drawing room"""
ギャング,ギャング,N2,n,"""gang"""
キャンパス,キャンパス,N2,n,"""campus"""
休業,きゅうぎょう,N2,n,"""suspension of business"""
休講,きゅうこう,N2,n,"""cancellation (of a lecture"
給与,きゅうよ,N2,n,"""pay"""
休養,きゅうよう,N2,n,"""rest"""
強化,きょうか,N2,n,"""strengthening"""
境界,きょうかい,N2,n,"""boundary"""
行事,ぎょうじ,N2,n,"""event"""
恐縮,きょうしゅく,N2,n,"""feeling (much) obliged"""
教養,きょうよう,N2,n,"""(understanding or appreciation of) culture"""
行列,ぎょうれつ,N2,n,"""line"""
漁業,ぎょぎょう,N2,n,"""fishing industry"""
曲線,きょくせん,N2,n,"""curve"""
規律,きりつ,N2,n,"""order"""
金魚,きんぎょ,N2,n,"""goldfish (Carassius auratus)"""
区域,くいき,N2,n,"""area"""
偶数,ぐうすう,N2,n,"""even number"""
空想,くうそう,N2,n,"""daydream"""
空中,くうちゅう,N2,n,"""sky"""
クーラー,クーラー,N2,n,"""air conditioner"""
釘,くぎ,N2,n,"""nail"""
櫛,くし,N2,n,"""comb"""
苦情,くじょう,N2,n,"""complaint"""
苦心,くしん,N2,n,"""pains"""
屑,くず,N2,n,"""waste"""
薬指,くすりゆび,N2,n,"""ring finger"""
唇,くちびる,N2,n,"""lip"""
口紅,くちべに,N2,n,"""lipstick"""
句読点,くとうてん,N2,n,"""punctuation mark"""
工夫,くふう,N2,n,"""devising (a way)"""
区分,くぶん,N2,n,"""division"""
組合せ,くみあわせ,N2,n,"""combination"""
クリーニング,クリーニング,N2,n,"""cleaning"""
稽古,けいこ,N2,n,"""practice"""
敬語,けいご,N2,n,"""honorific"""
蛍光灯,けいこうとう,N2,n,"""fluorescent lamp"""
形式,けいしき,N2,n,"""form (as opposed to substance)"""
継続,けいぞく,N2,n,"""continuation"""
毛糸,けいと,N2,n,"""knitting wool"""
経度,けいど,N2,n,"""longitude"""
系統,けいとう,N2,n,"""system"""
芸能,げいのう,N2,n,"""public entertainment"""
競馬,けいば,N2,n,"""horse racing"""
警備,けいび,N2,n,"""defense"""
形容詞,けいようし,N2,n,"""adjective"""
形容動詞,けいようどうし,N2,n,"""adjectival noun (in Japanese)"""
外科,げか,N2,n,"""surgery (branch of medicine)"""
毛皮,けがわ,N2,n,"""fur"""
激増,げきぞう,N2,n,"""sharp increase"""
下車,げしゃ,N2,n,"""alighting (from a train"
下旬,げじゅん,N2,n,"""last third of a month"""
下水,げすい,N2,n,"""drainage"""
桁,けた,N2,n,"""column"""
下駄,げた,N2,n,"""geta"""
血圧,けつあつ,N2,n,"""blood pressure"""
月給,げっきゅう,N2,n,"""monthly salary"""
傑作,けっさく,N2,n,"""masterpiece"""
月末,げつまつ,N2,n,"""end of the month"""
気配,けはい,N2,n,"""indication"""
見学,けんがく,N2,n,"""inspection"""
原稿,げんこう,N2,n,"""manuscript"""
原産,げんさん,N2,n,"""place of origin"""
原始,げんし,N2,n,"""origin"""
研修,けんしゅう,N2,n,"""training (esp. in-service)"""
謙遜,けんそん,N2,n,"""modesty"""
県庁,けんちょう,N2,n,"""prefectural office"""
限度,げんど,N2,n,"""limit"""
顕微鏡,けんびきょう,N2,n,"""microscope"""
原理,げんり,N2,n,"""principle"""
原料,げんりょう,N2,n,"""raw materials"""
工員,こういん,N2,n,"""factory worker"""
公害,こうがい,N2,n,"""pollution"""
工芸,こうげい,N2,n,"""industrial arts"""
孝行,こうこう,N2,n,"""filial piety"""
交差,こうさ,N2,n,"""crossing"""
講師,こうし,N2,n,"""speaker"""
工事,こうじ,N2,n,"""construction work"""
口実,こうじつ,N2,n,"""excuse"""
公衆,こうしゅう,N2,n,"""the public"""
香水,こうすい,N2,n,"""perfume"""
功績,こうせき,N2,n,"""achievement"""
光線,こうせん,N2,n,"""beam"""
構造,こうぞう,N2,n,"""structure"""
交替,こうたい,N2,n,"""change"""
耕地,こうち,N2,n,"""arable land"""
交通機関,こうつうきかん,N2,n,"""(means of) transportation"""
校庭,こうてい,N2,n,"""schoolyard"""
肯定,こうてい,N2,n,"""affirmation"""
高度,こうど,N2,n,"""altitude"""
合同,ごうどう,N2,n,"""combination"""
高等学校,こうとうがっこう,N2,n,"""senior high school"""
公表,こうひょう,N2,n,"""official announcement"""
鉱物,こうぶつ,N2,n,"""mineral"""
公務,こうむ,N2,n,"""official business"""
項目,こうもく,N2,n,"""item"""
紅葉,こうよう,N2,n,"""leaves turning red (in autumn)"""
合理,ごうり,N2,n,"""rationality"""
交流,こうりゅう,N2,n,"""exchange (e.g. cultural)"""
合流,ごうりゅう,N2,n,"""confluence (of rivers)"""
効力,こうりょく,N2,n,"""effect"""
コース,コース,N2,n,"""course"""
コーラス,コーラス,N2,n,"""chorus"""
国王,こくおう,N2,n,"""king"""
心当たり,こころあたり,N2,n,"""having in mind"""
腰掛け,こしかけ,N2,n,"""seat"""
五十音,ごじゅうおん,N2,n,"""the Japanese syllabary"""
個体,こたい,N2,n,"""individual"""
小遣い,こづかい,N2,n,"""pocket money"""
コック,コック,N2,n,"""cook"""
古典,こてん,N2,n,"""classic (work"
言葉遣い,ことばづかい,N2,n,"""speech"""
御無沙汰,ごぶさた,N2,n,"""not writing or contacting for a while"""
小指,こゆび,N2,n,"""little finger"""
娯楽,ごらく,N2,n,"""amusement"""
コレクション,コレクション,N2,n,"""collection (of art"
紺,こん,N2,n,"""navy blue"""
コンクール,コンクール,N2,n,"""competition"""
混合,こんごう,N2,n,"""mixing"""
コンセント,コンセント,N2,n,"""(electrical) outlet"""
献立,こんだて,N2,n,"""menu"""
サークル,サークル,N2,n,"""group with a common interest (e.g. students)"""
在学,ざいがく,N2,n,"""attending (school"
祭日,さいじつ,N2,n,"""national holiday"""
催促,さいそく,N2,n,"""pressing"""
採点,さいてん,N2,n,"""marking"""
災難,さいなん,N2,n,"""calamity"""
裁縫,さいほう,N2,n,"""sewing"""
材木,ざいもく,N2,n,"""wood (for building)"""
サイレン,サイレン,N2,n,"""siren"""
酒場,さかば,N2,n,"""bar"""
一昨昨日,さきおととい,N2,n,"""two days before yesterday"""
先程,さきほど,N2,n,"""a short while ago"""
索引,さくいん,N2,n,"""index (in a book)"""
作者,さくしゃ,N2,n,"""creator (of a work)"""
削除,さくじょ,N2,n,"""deletion"""
作成,さくせい,N2,n,"""making (a report"
作製,さくせい,N2,n,"""manufacture"""
匙,さじ,N2,n,"""spoon"""
座敷,ざしき,N2,n,"""tatami room"""
差し支え,さしつかえ,N2,n,"""hindrance"""
差し引き,さしひき,N2,n,"""deduction"""
刺身,さしみ,N2,n,"""sashimi (raw sliced fish"
撮影,さつえい,N2,n,"""photography (still or motion)"""
雑音,ざつおん,N2,n,"""noise (usu. unpleasant)"""
錆,さび,N2,n,"""rust"""
座布団,ざぶとん,N2,n,"""zabuton"""
サラリーマン,サラリーマン,N2,n,"""office worker"""
三角,さんかく,N2,n,"""triangle"""
算数,さんすう,N2,n,"""arithmetic"""
産地,さんち,N2,n,"""producing area"""
サンプル,サンプル,N2,n,"""sample"""
山林,さんりん,N2,n,"""mountain forest"""
明明後日,しあさって,N2,n,"""in three days' time"""
シーズン,シーズン,N2,n,"""season (period in which regulated games are played)"""
シーツ,シーツ,N2,n,"""sheet"""
寺院,じいん,N2,n,"""Buddhist temple"""
自衛,じえい,N2,n,"""self-defense"""
司会,しかい,N2,n,"""leading a meeting"""
時間割,じかんわり,N2,n,"""timetable (esp. a weekly school timetable)"""
敷地,しきち,N2,n,"""site"""
持参,じさん,N2,n,"""bringing"""
磁石,じしゃく,N2,n,"""magnet"""
四捨五入,ししゃごにゅう,N2,n,"""rounding (off; a number)"""
自習,じしゅう,N2,n,"""self-study"""
姿勢,しせい,N2,n,"""posture"""
自然科学,しぜんかがく,N2,n,"""natural science"""
時速,じそく,N2,n,"""speed (per hour)"""
子孫,しそん,N2,n,"""descendant"""
死体,したい,N2,n,"""dead body"""
下書き,したがき,N2,n,"""draft"""
自宅,じたく,N2,n,"""one's home"""
下町,したまち,N2,n,"""low-lying part of a city (usu. containing shops"
自治,じち,N2,n,"""self-government"""
実感,じっかん,N2,n,"""real feeling"""
湿気,しっき,N2,n,"""moisture"""
実習,じっしゅう,N2,n,"""practice (in the field)"""
実績,じっせき,N2,n,"""achievements"""
執筆,しっぴつ,N2,n,"""writing"""
実物,じつぶつ,N2,n,"""real thing"""
実用,じつよう,N2,n,"""practical use"""
実例,じつれい,N2,n,"""example"""
失恋,しつれん,N2,n,"""disappointed love"""
指定,してい,N2,n,"""designation"""
私鉄,してつ,N2,n,"""private railway"""
地盤,じばん,N2,n,"""ground"""
紙幣,しへい,N2,n,"""paper money"""
縞,しま,N2,n,"""stripe"""
氏名,しめい,N2,n,"""(full) name"""
締切,しめきり,N2,n,"""deadline"""
地面,じめん,N2,n,"""ground"""
ジャーナリスト,ジャーナリスト,N2,n,"""journalist"""
社会科学,しゃかいかがく,N2,n,"""social science"""
蛇口,じゃぐち,N2,n,"""faucet"""
弱点,じゃくてん,N2,n,"""weak point"""
車庫,しゃこ,N2,n,"""garage"""
車掌,しゃしょう,N2,n,"""(train) conductor"""
写生,しゃせい,N2,n,"""sketching"""
社説,しゃせつ,N2,n,"""editorial"""
シャッター,シャッター,N2,n,"""(camera) shutter"""
車輪,しゃりん,N2,n,"""(vehicle) wheel"""
洒落,しゃれ,N2,n,"""joke"""
集会,しゅうかい,N2,n,"""meeting"""
集金,しゅうきん,N2,n,"""money collection"""
集合,しゅうごう,N2,n,"""meeting up"""
習字,しゅうじ,N2,n,"""penmanship"""
修繕,しゅうぜん,N2,n,"""repair"""
終点,しゅうてん,N2,n,"""terminus"""
重点,じゅうてん,N2,n,"""important point"""
リズム,リズム,N2,n,"""rhythm"""
リットル,リットル,N2,n,"""litre"""
リボン,リボン,N2,n,"""ribbon"""
流域,りゅういき,N2,n,"""drainage basin"""
両側,りょうがわ,N2,n,"""both sides"""
漁師,りょうし,N2,n,"""fisherman"""
領事,りょうじ,N2,n,"""consul"""
領収,りょうしゅう,N2,n,"""receipt (of money)"""
留守番,るすばん,N2,n,"""care-taking"""
零点,れいてん,N2,n,"""zero (points"
冷凍,れいとう,N2,n,"""freezing"""
レインコート,レインコート,N2,n,"""raincoat"""
レクリェーション,レクリェーション,N2,n,"""recreation"""
レジャー,レジャー,N2,n,"""leisure"""
列島,れっとう,N2,n,"""archipelago"""
リポート,リポート,N2,n,"""report"""
煉瓦,れんが,N2,n,"""brick"""
連合,れんごう,N2,n,"""union"""
レンズ,レンズ,N2,n,"""lens"""
ローマ字,ローマじ,N2,n,"""Latin alphabet"""
録音,ろくおん,N2,n,"""(audio) recording"""
ロッカー,ロッカー,N2,n,"""locker"""
ロビー,ロビー,N2,n,"""lobby"""
和英,わえい,N2,n,"""Japanese-English"""
和服,わふく,N2,n,"""Japanese clothes"""
割算,わりざん,N2,n,"""division"""
割引,わりびき,N2,n,"""discount"""
ワンピース,ワンピース,N2,n,"""dress"""
アクセント,アクセント,N2,n,"""accent (on a syllable"
明け方,あけがた,N2,n,"""dawn"""
朝寝坊,あさねぼう,N2,n,"""sleeping late in the morning"""
足跡,あしあと,N2,n,"""footprints"""
足元,あしもと,N2,n,"""at one's feet"""
圧縮,あっしゅく,N2,n,"""compression"""
宛名,あてな,N2,n,"""name and address (on an envelope"
雨戸,あまど,N2,n,"""sliding storm shutter"""
編み物,あみもの,N2,n,"""knitting"""
粗筋,あらすじ,N2,n,"""outline"""
アンテナ,アンテナ,N2,n,"""antenna"""
意義,いぎ,N2,n,"""meaning"""
育児,いくじ,N2,n,"""childcare"""
生け花,いけばな,N2,n,"""ikebana"""
以後,いご,N2,n,"""after this"""
以降,いこう,N2,n,"""on and after"""
衣食住,いしょくじゅう,N2,n,"""food"
一応,いちおう,N2,n,"""more or less"""
一昨日,いっさくじつ,N2,n,"""day before yesterday"""
一昨年,いっさくねん,N2,n,"""year before last"""
移転,いてん,N2,n,"""moving"""
井戸,いど,N2,n,"""water well"""
